1.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
1.0000000000000000e+000	5.2694643092489323e-040	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
9.9999999999951750e-001	4.8259137898416212e-013	1.6628778266523255e-076	0.0000000000000000e+000	0.0000000000000000e+000	
9.9999955581641597e-001	4.4418358399379795e-007	9.4441635598078891e-041	1.8474781048359593e-114	0.0000000000000000e+000	
9.9866534083679302e-010	9.9999999895241176e-001	4.8922925408133712e-011	3.1849176189171847e-071	5.3110408237973299e-170	
9.9682450663851695e-019	9.9971579478653116e-001	2.8420521346884470e-004	1.6659045855671021e-040	6.3968599032878207e-127	
9.9381174255221606e-028	9.9898414763305954e-001	1.0158523669403731e-003	9.8003078546641392e-033	2.3375128957704830e-096	
9.8774105771464255e-037	9.9708374932973842e-001	2.9162506702615932e-003	3.5776934144234345e-031	9.5945367679501445e-089	
9.7367653901874716e-046	9.9212488391045206e-001	7.8751160895479851e-003	1.0810744320390461e-029	2.4286527343542715e-087	
9.3867325779119598e-055	9.7914627162925993e-001	2.0853728370740045e-002	3.4500525791753980e-028	4.9520313863616871e-086	
8.4872215597511321e-064	9.4509945119493477e-001	5.4900548805065140e-002	1.6335675815991641e-026	9.5322301527694374e-085	
6.1435189310970114e-073	8.5561904391543719e-001	1.4438095608456289e-001	2.6112555745517472e-024	1.8068136371296053e-083	
9.5530093731363349e-089	6.2012835709229353e-001	3.7987164290770647e-001	6.1932902672072652e-020	3.4934534693902108e-082	
1.8218246637259528e-111	5.5781208762979434e-008	9.9999994353711485e-001	6.8167651198453464e-010	3.6866435214502773e-081	
5.0718811673192095e-128	3.3309259742424925e-008	9.9999996666026314e-001	3.0477103993092056e-011	1.0247557312012527e-067	
1.3749829767760058e-163	5.1454880402714426e-016	5.6171113654458882e-001	4.3828886345541074e-001	2.6452344348520646e-075	
3.7961977026005264e-195	2.7551977306497028e-034	2.3863318097072167e-001	7.6136681902927839e-001	1.3840051563268933e-062	
1.1583242169082257e-224	8.1686597472314195e-064	1.1522745352717196e-015	9.9999999999999889e-001	6.9370108405500881e-043	
4.5031647856505799e-254	2.4854440314053151e-093	5.5644782604128861e-030	1.0000000000000000e+000	2.4401463327269418e-041	
4.2902950193743638e-283	1.2410420022028867e-122	2.6871499687739398e-044	1.0000000000000000e+000	6.4666791104494109e-040	
3.8188745151456265e-306	8.3882462441192948e-142	4.3033431988203147e-058	1.0000000000000000e+000	1.5002385519296954e-038	
0.0000000000000000e+000	2.1052079922657746e-149	3.0316967772452296e-058	1.0000000000000000e+000	4.3489615859414895e-054	
0.0000000000000000e+000	5.1081576343774581e-157	2.0904635872066746e-058	1.0000000000000000e+000	1.3837106499877901e-051	
0.0000000000000000e+000	1.1703784962000744e-164	1.3933422486334676e-058	1.0000000000000000e+000	4.4612384366956942e-049	
0.0000000000000000e+000	2.4008572404216813e-172	8.7674802593986157e-059	1.0000000000000000e+000	1.4589865272381064e-046	
0.0000000000000000e+000	3.7202374082962214e-180	4.9383417757016666e-059	1.0000000000000000e+000	4.8467022359840691e-044	
0.0000000000000000e+000	6.6781667685269780e-197	2.1007471387689938e-059	1.0000000000000000e+000	3.3907273486440109e-041	
0.0000000000000000e+000	4.3344642266181252e-228	1.0144302329969871e-073	1.0000000000000000e+000	1.4268594881198359e-020	
0.0000000000000000e+000	2.0638510381295757e-262	2.9653836845576109e-096	9.9999999999784928e-001	2.1507860070142574e-012	
0.0000000000000000e+000	7.1026424015312202e-292	6.5589767845513214e-126	7.2633816885194172e-012	9.9999999999273659e-001	
0.0000000000000000e+000	2.5049128244151200e-321	1.4857020999037844e-155	5.2772376484828769e-023	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	3.4538419446258560e-185	3.8341788232520867e-034	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	8.2638871772850493e-215	2.7857071102027584e-045	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	2.0418363992655018e-244	2.0239284960267283e-056	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	5.2293057099723539e-274	1.4704506374979345e-067	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	1.3850760895932511e-303	1.0683161652947616e-078	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	7.7614144142217032e-090	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	1.2910845726805749e-118	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	1.0737952571474416e-147	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	2.5514914065078700e-177	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	6.0621198189685639e-207	1.0000000000000000e+000	
0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	5.0402255334948383e-236	1.0000000000000000e+000	
